InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536565,85143,WHITE HANGING HEART T-LIGHT HOLDER,24,26/02/2011 00:00,14.2,17989,EIRE
536565,85143,CREAM CUPID HEARTS COAT HANGER,50,02/03/2011 00:00,3.7,17923,France
536565,85199,RECIPE BOX WITH METAL LID,45,24/03/2011 00:00,9.46,17995,France
536565,85166,BLUE SKITTLE GIFTBOX,6,26/03/2011 00:00,2.11,17917,Italy
536565,85172,KNITTED UNION FLAG HOT WATER BOTTLE,26,10/03/2011 00:00,1.3,18182,Norway
536565,85140,WHITE HANGING HEART T-LIGHT HOLDER,6,12/04/2011 00:00,4.12,18111,UK
536565,85217,HAND WARMER UNION JACK,37,25/07/2011 00:00,8.9,17930,Switzerland
536565,85207,RECIPE BOX WITH METAL LID,24,16/09/2011 00:00,12.03,17885,EIRE
536566,85138,WHITE HANGING HEART T-LIGHT HOLDER,18,26/04/2011 00:00,14.31,18323,Italy
536566,85194,WHITE HANGING HEART T-LIGHT HOLDER,40,29/07/2011 00:00,4.59,17916,EIRE
536566,85201,BLUE SKITTLE GIFTBOX,42,24/12/2010 00:00,3.69,18164,Belgium
536566,85153,HAND WARMER UNION JACK,30,07/06/2011 00:00,6.49,18114,Belgium
536566,85180,CREAM CUPID HEARTS COAT HANGER,2,21/01/2011 00:00,4.0,18333,Belgium
536566,85207,BLUE SKITTLE GIFTBOX,21,23/09/2011 00:00,2.28,18256,Sweden
536566,85160,WHITE HANGING HEART T-LIGHT HOLDER,4,02/09/2011 00:00,13.39,18168,Norway
536566,85190,KNITTED UNION FLAG HOT WATER BOTTLE,19,02/03/2011 00:00,11.81,17984,Norway
536566,85207,KNITTED UNION FLAG HOT WATER BOTTLE,21,23/05/2011 00:00,10.83,18276,Germany
536566,85136,RED WOOLLY HOTTIE WHITE HEART,50,06/07/2011 00:00,14.11,18017,Belgium
536566,85182,WHITE HANGING HEART T-LIGHT HOLDER,5,04/01/2011 00:00,7.39,17859,UK
536566,85153,KNITTED UNION FLAG HOT WATER BOTTLE,32,02/02/2011 00:00,7.59,18332,Switzerland
536566,85178,BLUE SKITTLE GIFTBOX,46,12/08/2011 00:00,12.67,17868,EIRE
536566,85145,KNITTED UNION FLAG HOT WATER BOTTLE,40,31/08/2011 00:00,1.61,18195,Switzerland
536566,85146,RED WOOLLY HOTTIE WHITE HEART,18,25/02/2011 00:00,7.27,17927,France
536566,85156,KNITTED UNION FLAG HOT WATER BOTTLE,12,19/12/2010 00:00,3.55,18350,Belgium
536566,85216,RED WOOLLY HOTTIE WHITE HEART,35,27/12/2010 00:00,2.69,18093,Germany
536566,85189,BLUE SKITTLE GIFTBOX,20,23/04/2011 00:00,5.49,18046,Sweden
536566,85174,RED WOOLLY HOTTIE WHITE HEART,13,01/04/2011 00:00,3.2,18313,France
536566,85168,WHITE HANGING HEART T-LIGHT HOLDER,30,27/02/2011 00:00,2.68,17918,France
536567,85195,WHITE HANGING HEART T-LIGHT HOLDER,11,21/08/2011 00:00,7.66,17875,Italy
536567,85212,CREAM CUPID HEARTS COAT HANGER,26,31/08/2011 00:00,5.79,18126,Norway
536567,85138,RECIPE BOX WITH METAL LID,11,22/03/2011 00:00,8.76,18059,Germany
536567,85198,RECIPE BOX WITH METAL LID,1,17/01/2011 00:00,8.92,18140,Belgium
536567,85187,HAND WARMER UNION JACK,13,08/07/2011 00:00,2.41,18076,France
536567,85143,RECIPE BOX WITH METAL LID,45,04/04/2011 00:00,4.52,18173,Norway
536567,85195,WHITE HANGING HEART T-LIGHT HOLDER,24,28/04/2011 00:00,12.71,18048,Germany
536567,85174,RECIPE BOX WITH METAL LID,22,08/12/2010 00:00,1.78,18276,UK
536567,85139,WHITE HANGING HEART T-LIGHT HOLDER,6,17/05/2011 00:00,2.46,17916,UK
536567,85146,WHITE HANGING HEART T-LIGHT HOLDER,27,28/06/2011 00:00,9.3,18129,EIRE
536567,85147,RECIPE BOX WITH METAL LID,46,27/06/2011 00:00,5.28,18285,UK
536567,85136,CREAM CUPID HEARTS COAT HANGER,45,16/09/2011 00:00,3.07,18126,Italy
536567,85167,BLUE SKITTLE GIFTBOX,41,24/12/2010 00:00,13.81,18160,Germany
536567,85139,RED WOOLLY HOTTIE WHITE HEART,32,11/06/2011 00:00,6.73,18280,Switzerland
536567,85128,WHITE HANGING HEART T-LIGHT HOLDER,46,11/09/2011 00:00,9.7,17851,France
536567,85204,RED WOOLLY HOTTIE WHITE HEART,8,01/08/2011 00:00,10.27,18336,Germany
536567,85187,KNITTED UNION FLAG HOT WATER BOTTLE,14,23/12/2010 00:00,2.8,17850,Belgium
536567,85211,CREAM CUPID HEARTS COAT HANGER,26,27/09/2011 00:00,13.94,18120,Switzerland
536567,85156,KNITTED UNION FLAG HOT WATER BOTTLE,19,26/09/2011 00:00,11.75,18286,Sweden
536567,85168,HAND WARMER UNION JACK,8,07/08/2011 00:00,2.82,18150,France
536568,85202,RED WOOLLY HOTTIE WHITE HEART,23,22/07/2011 00:00,12.25,18227,Netherlands
536568,85194,WHITE HANGING HEART T-LIGHT HOLDER,18,27/09/2011 00:00,10.46,18182,Norway
536568,85198,KNITTED UNION FLAG HOT WATER BOTTLE,49,04/05/2011 00:00,2.26,18175,Norway
536568,85181,RECIPE BOX WITH METAL LID,35,14/01/2011 00:00,8.49,18288,UK
536568,85173,CREAM CUPID HEARTS COAT HANGER,4,24/06/2011 00:00,14.16,18184,Switzerland
536568,85203,RED WOOLLY HOTTIE WHITE HEART,36,16/05/2011 00:00,3.46,18050,France
536568,85220,RED WOOLLY HOTTIE WHITE HEART,39,22/08/2011 00:00,13.85,18121,France
536568,85124,KNITTED UNION FLAG HOT WATER BOTTLE,32,05/07/2011 00:00,11.93,18284,EIRE
536568,85140,RECIPE BOX WITH METAL LID,11,09/07/2011 00:00,7.63,18157,Germany
536568,85186,KNITTED UNION FLAG HOT WATER BOTTLE,14,17/08/2011 00:00,11.84,18130,Switzerland
536568,85145,KNITTED UNION FLAG HOT WATER BOTTLE,27,17/04/2011 00:00,0.89,18046,Belgium
536568,85153,KNITTED UNION FLAG HOT WATER BOTTLE,39,03/08/2011 00:00,9.95,18178,Norway
536568,85195,HAND WARMER UNION JACK,31,01/08/2011 00:00,6.96,18066,Germany
536568,85191,WHITE HANGING HEART T-LIGHT HOLDER,13,20/02/2011 00:00,13.08,17968,France
536568,85149,WHITE HANGING HEART T-LIGHT HOLDER,6,13/05/2011 00:00,14.76,17927,Switzerland
536568,85204,BLUE SKITTLE GIFTBOX,16,04/03/2011 00:00,7.57,18124,Italy
536568,85149,RED WOOLLY HOTTIE WHITE HEART,38,21/05/2011 00:00,6.65,18017,Sweden
536568,85141,BLUE SKITTLE GIFTBOX,30,16/07/2011 00:00,2.05,18020,UK
536568,85204,RECIPE BOX WITH METAL LID,40,25/03/2011 00:00,14.35,17941,Netherlands
536568,85214,RED WOOLLY HOTTIE WHITE HEART,20,06/06/2011 00:00,6.41,18046,Sweden
536569,85217,BLUE SKITTLE GIFTBOX,21,19/08/2011 00:00,2.87,18291,France
536569,85138,HAND WARMER UNION JACK,33,15/09/2011 00:00,3.42,18269,Germany
536569,85123,HAND WARMER UNION JACK,29,02/03/2011 00:00,7.24,18150,Sweden
536569,85207,RED WOOLLY HOTTIE WHITE HEART,19,20/02/2011 00:00,11.87,17888,France
536569,85133,KNITTED UNION FLAG HOT WATER BOTTLE,39,30/04/2011 00:00,4.0,18244,Switzerland
536569,85220,RED WOOLLY HOTTIE WHITE HEART,36,29/01/2011 00:00,8.96,17866,Belgium
536569,85145,RECIPE BOX WITH METAL LID,31,05/03/2011 00:00,5.06,17964,Germany
536569,85135,KNITTED UNION FLAG HOT WATER BOTTLE,9,06/01/2011 00:00,6.78,18311,EIRE
536569,85137,RECIPE BOX WITH METAL LID,35,09/09/2011 00:00,11.48,17877,France
536569,85123,WHITE HANGING HEART T-LIGHT HOLDER,36,17/03/2011 00:00,11.79,18076,Switzerland
536569,85220,CREAM CUPID HEARTS COAT HANGER,39,10/03/2011 00:00,13.56,18203,Netherlands
536569,85179,RECIPE BOX WITH METAL LID,42,10/08/2011 00:00,10.41,18045,Norway
536569,85152,BLUE SKITTLE GIFTBOX,17,15/07/2011 00:00,6.67,17906,Norway
536569,85169,CREAM CUPID HEARTS COAT HANGER,4,25/09/2011 00:00,11.3,18084,EIRE
536569,85198,RED WOOLLY HOTTIE WHITE HEART,12,05/04/2011 00:00,6.36,18213,EIRE
536569,85197,WHITE HANGING HEART T-LIGHT HOLDER,43,14/05/2011 00:00,14.14,17910,Netherlands
536569,85132,RECIPE BOX WITH METAL LID,24,14/06/2011 00:00,11.25,17932,UK
536569,85163,HAND WARMER UNION JACK,35,30/04/2011 00:00,14.31,18079,Switzerland
536569,85154,BLUE SKITTLE GIFTBOX,30,31/05/2011 00:00,2.26,18203,UK
536569,85154,HAND WARMER UNION JACK,42,22/07/2011 00:00,1.82,18326,Sweden
536570,85218,WHITE HANGING HEART T-LIGHT HOLDER,13,29/01/2011 00:00,6.54,18321,Switzerland
536570,85168,WHITE HANGING HEART T-LIGHT HOLDER,36,12/01/2011 00:00,10.2,18265,Switzerland
536570,85185,RED WOOLLY HOTTIE WHITE HEART,20,11/09/2011 00:00,14.0,17907,Belgium
536570,85213,CREAM CUPID HEARTS COAT HANGER,3,18/01/2011 00:00,13.11,17980,Switzerland
536570,85139,HAND WARMER UNION JACK,29,10/03/2011 00:00,14.42,17856,Norway
536570,85177,CREAM CUPID HEARTS COAT HANGER,10,02/12/2010 00:00,6.51,18053,Netherlands
536570,85154,WHITE HANGING HEART T-LIGHT HOLDER,11,22/02/2011 00:00,8.46,18070,Italy
536570,85216,HAND WARMER UNION JACK,45,12/01/2011 00:00,3.24,18214,Switzerland
536570,85161,HAND WARMER UNION JACK,1,24/09/2011 00:00,12.92,18198,Belgium
536570,85131,WHITE HANGING HEART T-LIGHT HOLDER,44,27/12/2010 00:00,2.07,18346,Netherlands
536570,85138,BLUE SKITTLE GIFTBOX,38,02/03/2011 00:00,12.34,18180,France
536570,85213,RECIPE BOX WITH METAL LID,15,05/08/2011 00:00,11.93,18043,Italy
536570,85194,RED WOOLLY HOTTIE WHITE HEART,35,18/01/2011 00:00,13.59,18007,Switzerland
536570,85160,BLUE SKITTLE GIFTBOX,12,22/06/2011 00:00,3.21,17859,UK
536570,85141,CREAM CUPID HEARTS COAT HANGER,11,01/04/2011 00:00,11.82,17998,Netherlands
536570,85153,CREAM CUPID HEARTS COAT HANGER,26,09/06/2011 00:00,13.72,18163,Belgium
536570,85146,HAND WARMER UNION JACK,30,24/05/2011 00:00,9.69,18036,Norway
536570,85184,RED WOOLLY HOTTIE WHITE HEART,28,12/12/2010 00:00,8.5,18247,France
536570,85210,RECIPE BOX WITH METAL LID,28,04/03/2011 00:00,10.57,18286,Italy
536570,85155,WHITE HANGING HEART T-LIGHT HOLDER,22,03/01/2011 00:00,11.3,18131,Norway
536571,85164,BLUE SKITTLE GIFTBOX,40,20/03/2011 00:00,3.65,18288,Belgium
536571,85155,RECIPE BOX WITH METAL LID,41,01/06/2011 00:00,1.76,17930,Switzerland
536571,85150,HAND WARMER UNION JACK,25,11/05/2011 00:00,3.53,18288,Norway
536571,85179,CREAM CUPID HEARTS COAT HANGER,7,23/06/2011 00:00,7.49,18330,Switzerland
536571,85198,RECIPE BOX WITH METAL LID,45,23/02/2011 00:00,12.33,18130,Germany
536571,85199,RECIPE BOX WITH METAL LID,18,01/06/2011 00:00,11.67,18181,Netherlands
536571,85146,KNITTED UNION FLAG HOT WATER BOTTLE,34,08/01/2011 00:00,1.87,18041,Belgium
536571,85137,CREAM CUPID HEARTS COAT HANGER,1,13/02/2011 00:00,11.14,18054,France
536571,85133,RECIPE BOX WITH METAL LID,7,21/04/2011 00:00,9.39,18169,EIRE
536571,85141,BLUE SKITTLE GIFTBOX,31,26/04/2011 00:00,9.21,17850,Switzerland
536571,85135,BLUE SKITTLE GIFTBOX,16,20/01/2011 00:00,4.61,18049,France
536571,85130,RECIPE BOX WITH METAL LID,7,09/12/2010 00:00,11.03,18119,Germany
536571,85189,BLUE SKITTLE GIFTBOX,29,17/04/2011 00:00,13.53,18048,UK
536571,85138,BLUE SKITTLE GIFTBOX,7,25/04/2011 00:00,5.08,17940,Norway
536571,85202,WHITE HANGING HEART T-LIGHT HOLDER,40,09/06/2011 00:00,5.41,18326,Germany
536571,85129,CREAM CUPID HEARTS COAT HANGER,23,31/07/2011 00:00,8.96,17952,Norway
536571,85195,RECIPE BOX WITH METAL LID,12,14/03/2011 00:00,14.26,17937,Norway
536571,85124,BLUE SKITTLE GIFTBOX,12,27/09/2011 00:00,11.37,18098,EIRE
536571,85157,CREAM CUPID HEARTS COAT HANGER,35,21/07/2011 00:00,10.57,18337,Norway
536571,85136,WHITE HANGING HEART T-LIGHT HOLDER,37,24/03/2011 00:00,8.44,18292,Germany
536572,85166,WHITE HANGING HEART T-LIGHT HOLDER,23,01/04/2011 00:00,6.1,18056,Belgium
536572,85177,BLUE SKITTLE GIFTBOX,46,11/01/2011 00:00,7.51,18027,Sweden
536572,85173,RECIPE BOX WITH METAL LID,14,10/09/2011 00:00,8.66,18271,UK
536572,85134,HAND WARMER UNION JACK,2,08/01/2011 00:00,11.0,18243,UK
536572,85132,RECIPE BOX WITH METAL LID,36,14/09/2011 00:00,1.75,18310,France
536572,85212,KNITTED UNION FLAG HOT WATER BOTTLE,46,07/02/2011 00:00,9.1,18098,Switzerland
536572,85166,BLUE SKITTLE GIFTBOX,45,01/07/2011 00:00,7.3,17946,Italy
536572,85128,RECIPE BOX WITH METAL LID,29,07/05/2011 00:00,13.76,18100,Italy
536572,85182,HAND WARMER UNION JACK,22,07/07/2011 00:00,10.94,18169,EIRE
536572,85140,RECIPE BOX WITH METAL LID,30,26/03/2011 00:00,10.5,18038,Switzerland
536572,85171,RECIPE BOX WITH METAL LID,32,15/04/2011 00:00,3.7,18109,Sweden
536572,85199,HAND WARMER UNION JACK,18,17/02/2011 00:00,2.48,17855,France
536572,85171,BLUE SKITTLE GIFTBOX,30,02/04/2011 00:00,7.03,18070,UK
536572,85219,HAND WARMER UNION JACK,24,24/03/2011 00:00,8.95,17871,Switzerland
536572,85182,CREAM CUPID HEARTS COAT HANGER,11,04/05/2011 00:00,7.13,18329,Netherlands
536572,85158,WHITE HANGING HEART T-LIGHT HOLDER,47,16/05/2011 00:00,6.53,17960,Switzerland
536572,85141,RECIPE BOX WITH METAL LID,9,23/07/2011 00:00,7.3,18307,Sweden
536572,85123,CREAM CUPID HEARTS COAT HANGER,6,03/09/2011 00:00,13.59,18205,Norway
536572,85186,KNITTED UNION FLAG HOT WATER BOTTLE,33,26/09/2011 00:00,7.39,18007,EIRE
536572,85157,HAND WARMER UNION JACK,7,18/09/2011 00:00,7.44,18308,Italy
536573,85152,CREAM CUPID HEARTS COAT HANGER,36,22/02/2011 00:00,12.73,18248,Norway
536573,85191,RED WOOLLY HOTTIE WHITE HEART,2,22/09/2011 00:00,7.86,18294,Germany
536573,85172,KNITTED UNION FLAG HOT WATER BOTTLE,35,10/01/2011 00:00,13.55,18264,Sweden
536573,85211,RECIPE BOX WITH METAL LID,43,07/01/2011 00:00,2.68,18173,Belgium
536573,85142,RED WOOLLY HOTTIE WHITE HEART,1,15/12/2010 00:00,1.47,18103,UK
536573,85157,KNITTED UNION FLAG HOT WATER BOTTLE,40,19/02/2011 00:00,3.72,17965,EIRE
536573,85172,KNITTED UNION FLAG HOT WATER BOTTLE,6,16/05/2011 00:00,3.14,18086,Switzerland
536573,85151,WHITE HANGING HEART T-LIGHT HOLDER,28,05/08/2011 00:00,13.66,18348,Italy
536573,85184,HAND WARMER UNION JACK,28,01/01/2011 00:00,2.88,17868,Italy
536573,85181,BLUE SKITTLE GIFTBOX,24,17/09/2011 00:00,14.49,18234,Italy
536573,85123,HAND WARMER UNION JACK,11,02/02/2011 00:00,11.92,17920,Germany
536573,85125,RECIPE BOX WITH METAL LID,17,07/04/2011 00:00,11.69,18264,EIRE
536573,85140,BLUE SKITTLE GIFTBOX,16,19/07/2011 00:00,10.69,17904,Switzerland
536573,85188,HAND WARMER UNION JACK,44,21/04/2011 00:00,12.09,18143,Netherlands
536573,85170,KNITTED UNION FLAG HOT WATER BOTTLE,48,17/12/2010 00:00,14.0,18263,EIRE
536573,85219,KNITTED UNION FLAG HOT WATER BOTTLE,26,16/03/2011 00:00,14.4,17895,Sweden
536573,85162,BLUE SKITTLE GIFTBOX,46,03/05/2011 00:00,14.13,18340,Italy
536573,85147,BLUE SKITTLE GIFTBOX,4,08/09/2011 00:00,12.05,17951,Switzerland
536573,85153,RED WOOLLY HOTTIE WHITE HEART,39,21/09/2011 00:00,7.49,18109,Italy
536573,85126,RED WOOLLY HOTTIE WHITE HEART,10,14/03/2011 00:00,2.33,18057,Switzerland
536574,85169,BLUE SKITTLE GIFTBOX,10,21/02/2011 00:00,13.98,17910,UK
536574,85123,RECIPE BOX WITH METAL LID,22,20/04/2011 00:00,9.19,18070,Belgium
536574,85132,WHITE HANGING HEART T-LIGHT HOLDER,7,11/02/2011 00:00,14.85,17899,France
536574,85178,HAND WARMER UNION JACK,19,12/04/2011 00:00,13.33,18000,Italy
536574,85201,HAND WARMER UNION JACK,29,11/04/2011 00:00,4.88,17905,Belgium
536574,85137,CREAM CUPID HEARTS COAT HANGER,24,08/01/2011 00:00,11.95,18061,Belgium
536574,85138,HAND WARMER UNION JACK,38,11/08/2011 00:00,8.09,18204,Netherlands
536574,85130,HAND WARMER UNION JACK,20,28/03/2011 00:00,10.99,17968,Germany
536574,85156,HAND WARMER UNION JACK,3,02/07/2011 00:00,2.71,18027,Norway
536574,85169,RECIPE BOX WITH METAL LID,24,28/12/2010 00:00,9.34,18016,France
536574,85124,RED WOOLLY HOTTIE WHITE HEART,29,21/09/2011 00:00,9.92,18146,EIRE
536574,85168,WHITE HANGING HEART T-LIGHT HOLDER,14,21/04/2011 00:00,3.49,18201,Norway
536574,85208,WHITE HANGING HEART T-LIGHT HOLDER,10,14/04/2011 00:00,3.54,18108,France
536574,85151,HAND WARMER UNION JACK,40,23/01/2011 00:00,8.27,17952,France
536574,85146,RECIPE BOX WITH METAL LID,29,23/09/2011 00:00,13.55,18074,Switzerland
536574,85209,HAND WARMER UNION JACK,12,05/06/2011 00:00,5.76,18093,UK
536574,85142,BLUE SKITTLE GIFTBOX,9,16/01/2011 00:00,1.65,18129,France
536574,85133,RECIPE BOX WITH METAL LID,27,30/07/2011 00:00,3.5,18320,EIRE
536574,85197,HAND WARMER UNION JACK,7,19/01/2011 00:00,11.79,18295,Belgium
536574,85200,RED WOOLLY HOTTIE WHITE HEART,8,17/05/2011 00:00,4.04,17910,Italy
536575,85153,RECIPE BOX WITH METAL LID,48,07/03/2011 00:00,7.03,18061,Italy
536575,85219,KNITTED UNION FLAG HOT WATER BOTTLE,15,11/04/2011 00:00,14.7,17955,Switzerland
536575,85220,RECIPE BOX WITH METAL LID,18,04/04/2011 00:00,2.09,18316,Switzerland
536575,85189,HAND WARMER UNION JACK,24,14/03/2011 00:00,14.21,18105,Sweden
536575,85220,BLUE SKITTLE GIFTBOX,9,12/09/2011 00:00,8.53,18068,Germany
536575,85217,CREAM CUPID HEARTS COAT HANGER,3,23/04/2011 00:00,1.89,18307,UK
536575,85158,BLUE SKITTLE GIFTBOX,10,04/08/2011 00:00,2.7,17879,France
536575,85191,RED WOOLLY HOTTIE WHITE HEART,41,27/05/2011 00:00,7.27,17913,Sweden
536575,85194,HAND WARMER UNION JACK,21,30/01/2011 00:00,13.09,18106,EIRE
536575,85163,HAND WARMER UNION JACK,48,08/03/2011 00:00,2.34,17904,Belgium
536575,85171,RECIPE BOX WITH METAL LID,47,08/05/2011 00:00,5.66,18129,Switzerland
536575,85223,WHITE HANGING HEART T-LIGHT HOLDER,12,25/08/2011 00:00,5.08,18257,Netherlands
536575,85221,BLUE SKITTLE GIFTBOX,3,27/03/2011 00:00,11.81,18124,Sweden
536575,85139,BLUE SKITTLE GIFTBOX,35,25/01/2011 00:00,7.93,18334,Belgium
536575,85194,HAND WARMER UNION JACK,22,15/02/2011 00:00,1.98,18047,UK
536575,85159,BLUE SKITTLE GIFTBOX,37,07/12/2010 00:00,9.38,18027,Belgium
536575,85223,KNITTED UNION FLAG HOT WATER BOTTLE,44,26/02/2011 00:00,10.5,17965,Germany
536575,85159,RED WOOLLY HOTTIE WHITE HEART,27,18/12/2010 00:00,5.84,17923,Italy
536575,85164,CREAM CUPID HEARTS COAT HANGER,16,30/03/2011 00:00,6.56,18099,UK
536575,85212,CREAM CUPID HEARTS COAT HANGER,33,05/02/2011 00:00,14.72,18017,Sweden
536576,85147,CREAM CUPID HEARTS COAT HANGER,12,17/02/2011 00:00,4.92,18030,Netherlands
536576,85210,WHITE HANGING HEART T-LIGHT HOLDER,46,07/01/2011 00:00,3.72,17866,EIRE
536576,85143,BLUE SKITTLE GIFTBOX,15,24/06/2011 00:00,14.28,18186,Switzerland
536576,85147,KNITTED UNION FLAG HOT WATER BOTTLE,11,09/09/2011 00:00,11.83,18321,France
536576,85164,KNITTED UNION FLAG HOT WATER BOTTLE,46,08/03/2011 00:00,11.22,18272,Belgium
536576,85200,RED WOOLLY HOTTIE WHITE HEART,28,16/01/2011 00:00,1.61,18024,UK
536576,85128,RED WOOLLY HOTTIE WHITE HEART,45,02/01/2011 00:00,14.26,18168,UK
536576,85182,RECIPE BOX WITH METAL LID,37,26/09/2011 00:00,1.85,18158,Switzerland
536576,85168,HAND WARMER UNION JACK,40,17/02/2011 00:00,14.16,17910,Belgium
536576,85144,HAND WARMER UNION JACK,22,05/02/2011 00:00,9.96,17899,UK
536576,85152,CREAM CUPID HEARTS COAT HANGER,37,16/08/2011 00:00,13.91,17916,Norway
536576,85146,KNITTED UNION FLAG HOT WATER BOTTLE,20,10/05/2011 00:00,2.32,17947,Norway
536576,85222,WHITE HANGING HEART T-LIGHT HOLDER,45,23/07/2011 00:00,8.2,18065,Switzerland
536576,85193,CREAM CUPID HEARTS COAT HANGER,49,20/12/2010 00:00,9.24,17934,Belgium
536576,85204,WHITE HANGING HEART T-LIGHT HOLDER,16,20/06/2011 00:00,7.42,17895,Italy
536576,85127,HAND WARMER UNION JACK,9,20/05/2011 00:00,12.54,17979,Sweden
536576,85166,RECIPE BOX WITH METAL LID,23,28/04/2011 00:00,3.43,17882,Sweden
536576,85136,RED WOOLLY HOTTIE WHITE HEART,38,06/07/2011 00:00,10.02,18024,Switzerland
536576,85213,KNITTED UNION FLAG HOT WATER BOTTLE,39,25/01/2011 00:00,11.46,18015,EIRE
536576,85153,RECIPE BOX WITH METAL LID,20,06/06/2011 00:00,11.56,18019,EIRE
536577,85130,KNITTED UNION FLAG HOT WATER BOTTLE,49,07/01/2011 00:00,8.03,17982,Belgium
536577,85133,RECIPE BOX WITH METAL LID,35,17/09/2011 00:00,1.32,18197,Sweden
536577,85191,WHITE HANGING HEART T-LIGHT HOLDER,1,09/05/2011 00:00,3.24,18076,France
536577,85146,BLUE SKITTLE GIFTBOX,11,20/05/2011 00:00,5.24,18221,Switzerland
536577,85164,HAND WARMER UNION JACK,30,07/07/2011 00:00,8.36,18286,EIRE
536577,85167,KNITTED UNION FLAG HOT WATER BOTTLE,20,04/05/2011 00:00,1.32,17925,EIRE
536577,85164,KNITTED UNION FLAG HOT WATER BOTTLE,17,27/04/2011 00:00,8.75,18054,Sweden
536577,85178,CREAM CUPID HEARTS COAT HANGER,49,25/05/2011 00:00,2.17,18080,France
536577,85146,WHITE HANGING HEART T-LIGHT HOLDER,8,02/05/2011 00:00,9.4,18136,Belgium
536577,85152,KNITTED UNION FLAG HOT WATER BOTTLE,49,24/08/2011 00:00,1.56,18087,Italy
536577,85178,CREAM CUPID HEARTS COAT HANGER,5,20/01/2011 00:00,1.44,18009,Norway
536577,85150,RED WOOLLY HOTTIE WHITE HEART,25,07/05/2011 00:00,7.95,18045,France
536577,85148,KNITTED UNION FLAG HOT WATER BOTTLE,20,16/01/2011 00:00,9.37,18309,Switzerland
536577,85128,CREAM CUPID HEARTS COAT HANGER,7,04/02/2011 00:00,3.43,18164,France
536577,85134,CREAM CUPID HEARTS COAT HANGER,48,11/06/2011 00:00,11.57,17979,UK
536577,85124,CREAM CUPID HEARTS COAT HANGER,25,19/02/2011 00:00,13.78,18329,France
536577,85213,RED WOOLLY HOTTIE WHITE HEART,31,08/05/2011 00:00,4.12,18279,Belgium
536577,85194,HAND WARMER UNION JACK,19,24/04/2011 00:00,14.88,18175,France
536577,85170,RECIPE BOX WITH METAL LID,7,21/06/2011 00:00,1.54,18202,Sweden
536577,85186,WHITE HANGING HEART T-LIGHT HOLDER,7,16/04/2011 00:00,11.55,18163,Norway
536578,85186,BLUE SKITTLE GIFTBOX,37,06/09/2011 00:00,5.51,17943,Sweden
536578,85194,BLUE SKITTLE GIFTBOX,41,19/02/2011 00:00,3.72,18105,UK
536578,85205,BLUE SKITTLE GIFTBOX,18,21/09/2011 00:00,7.3,18087,Switzerland
536578,85153,KNITTED UNION FLAG HOT WATER BOTTLE,27,25/01/2011 00:00,12.76,17930,Norway
536578,85127,WHITE HANGING HEART T-LIGHT HOLDER,29,12/09/2011 00:00,11.35,18312,Italy
536578,85194,RED WOOLLY HOTTIE WHITE HEART,17,06/02/2011 00:00,1.26,18174,Netherlands
536578,85195,KNITTED UNION FLAG HOT WATER BOTTLE,19,02/08/2011 00:00,6.23,18328,Netherlands
536578,85185,RED WOOLLY HOTTIE WHITE HEART,46,01/01/2011 00:00,11.67,18234,UK
536578,85140,KNITTED UNION FLAG HOT WATER BOTTLE,48,01/05/2011 00:00,11.6,18089,Switzerland
536578,85184,HAND WARMER UNION JACK,49,15/02/2011 00:00,8.43,17860,Norway
536578,85174,WHITE HANGING HEART T-LIGHT HOLDER,1,28/02/2011 00:00,5.55,18282,Norway
536578,85136,CREAM CUPID HEARTS COAT HANGER,46,15/08/2011 00:00,4.88,17914,Germany
536578,85162,RED WOOLLY HOTTIE WHITE HEART,1,26/04/2011 00:00,1.57,18041,Sweden
536578,85219,KNITTED UNION FLAG HOT WATER BOTTLE,12,19/02/2011 00:00,12.22,18090,EIRE
536578,85184,RED WOOLLY HOTTIE WHITE HEART,15,21/05/2011 00:00,9.51,17965,UK
536578,85160,KNITTED UNION FLAG HOT WATER BOTTLE,32,21/01/2011 00:00,8.67,18230,EIRE
536578,85139,RECIPE BOX WITH METAL LID,29,24/05/2011 00:00,14.03,17855,Italy
536578,85216,BLUE SKITTLE GIFTBOX,14,27/03/2011 00:00,14.95,18072,Switzerland
536578,85139,HAND WARMER UNION JACK,26,29/01/2011 00:00,2.46,18120,France
536578,85156,RED WOOLLY HOTTIE WHITE HEART,37,12/06/2011 00:00,12.01,18002,France
536579,85223,WHITE HANGING HEART T-LIGHT HOLDER,39,04/12/2010 00:00,1.22,17901,Germany
536579,85213,WHITE HANGING HEART T-LIGHT HOLDER,25,11/07/2011 00:00,10.38,17893,EIRE
536579,85187,KNITTED UNION FLAG HOT WATER BOTTLE,22,26/01/2011 00:00,13.65,18079,Norway
536579,85170,RECIPE BOX WITH METAL LID,38,21/03/2011 00:00,13.03,17855,UK
536579,85130,BLUE SKITTLE GIFTBOX,12,11/06/2011 00:00,7.16,17965,UK
536579,85164,RECIPE BOX WITH METAL LID,21,06/12/2010 00:00,7.86,17974,Netherlands
536579,85150,WHITE HANGING HEART T-LIGHT HOLDER,38,29/05/2011 00:00,2.56,18024,Belgium
536579,85130,RECIPE BOX WITH METAL LID,21,29/06/2011 00:00,6.67,18322,Switzerland
536579,85218,KNITTED UNION FLAG HOT WATER BOTTLE,36,03/07/2011 00:00,12.3,18035,France
